SKU_ID,ASIN,Product_Title,Brand,Category,Seller_Name,MRP_INR,Selling_Price_INR,Base_Discount_%,Stock_Quantity,Rating,Total_Reviews,Is_Prime,Product_URL
RKWI-SEN-BEA-17461,B08O0XUL3X,Sensodyne Beauty & Hygiene Product (1L),Sensodyne,Beauty & Hygiene,RK World InfoCom Private Limited,920.81,673.11,26.9,29,4.5,23810,True,https://www.amazon.in/dp/B08O0XUL3X
RKWI-DOV-HEA-17462,B0VBRLM7YF,Dove Health & Wellness Product (100g),Dove,Health & Wellness,Cocoblu Retail,1568.09,1325.04,15.5,469,4.1,4842,True,https://www.amazon.in/dp/B0VBRLM7YF
RKWI-PON-PER-17463,B0NVOWE9ZE,Pond's Personal Care Product (500g),Pond's,Personal Care,RK World InfoCom Private Limited,760.24,631.76,16.9,882,4.1,1410,False,https://www.amazon.in/dp/B0NVOWE9ZE
RKWI-SUR-PER-17464,B0KWHPU3V3,Surf Excel Personal Care Product (500g),Surf Excel,Personal Care,Appario Retail Private Ltd,1765.33,1535.84,13.0,255,4.1,10149,True,https://www.amazon.in/dp/B0KWHPU3V3
RKWI-NIV-BEA-17465,B071DD86XG,Nivea Beauty & Hygiene Product (500g),Nivea,Beauty & Hygiene,RK World InfoCom Private Limited,317.08,283.47,10.6,525,3.7,22976,True,https://www.amazon.in/dp/B071DD86XG
RKWI-ARI-ORA-17466,B0YI0ATIHK,Ariel Oral Care Product (1L),Ariel,Oral Care,RK World InfoCom Private Limited,2323.93,1768.51,23.9,925,3.9,17963,True,https://www.amazon.in/dp/B0YI0ATIHK
RKWI-ARI-ORA-17467,B03YZMNJ0D,Ariel Oral Care Product (750ml),Ariel,Oral Care,Appario Retail Private Ltd,2325.35,1937.02,16.7,410,4.4,7314,False,https://www.amazon.in/dp/B03YZMNJ0D
RKWI-DOV-BAB-17468,B02V3WDK68,Dove Baby Care Product (100g),Dove,Baby Care,Cloudtail India,2236.28,1907.55,14.7,622,3.7,15026,True,https://www.amazon.in/dp/B02V3WDK68
RKWI-COL-ORA-17469,B02SHD1WKZ,Colgate Oral Care Product (250ml),Colgate,Oral Care,Appario Retail Private Ltd,341.94,283.13,17.2,727,4.3,14382,False,https://www.amazon.in/dp/B02SHD1WKZ
RKWI-HIM-ORA-17470,B0H0D3WHR6,Himalaya Oral Care Product (750ml),Himalaya,Oral Care,RK World InfoCom Private Limited,1972.98,1724.38,12.6,394,4.5,6165,True,https://www.amazon.in/dp/B0H0D3WHR6
RKWI-PAM-HOM-17471,B0CGPJICK2,Pampers Home Care Product (Pack of 2),Pampers,Home Care,RK World InfoCom Private Limited,2414.58,1984.78,17.8,209,3.7,9082,False,https://www.amazon.in/dp/B0CGPJICK2
RKWI-SEN-ORA-17472,B04RZYSV2F,Sensodyne Oral Care Product (1L),Sensodyne,Oral Care,Cocoblu Retail,966.54,841.86,12.9,856,4.8,7214,True,https://www.amazon.in/dp/B04RZYSV2F
RKWI-SUR-ORA-17473,B0CE9J5PD2,Surf Excel Oral Care Product (Pack of 3),Surf Excel,Oral Care,Cloudtail India,408.89,332.02,18.8,760,3.9,6502,True,https://www.amazon.in/dp/B0CE9J5PD2
RKWI-PON-ORA-17474,B04C2PCDQ7,Pond's Oral Care Product (Pack of 2),Pond's,Oral Care,Appario Retail Private Ltd,203.05,144.57,28.8,478,4.2,7158,True,https://www.amazon.in/dp/B04C2PCDQ7
RKWI-PON-HOM-17475,B0MAS4K66O,Pond's Home Care Product (1L),Pond's,Home Care,RK World InfoCom Private Limited,1938.46,1744.61,10.0,605,3.6,3047,True,https://www.amazon.in/dp/B0MAS4K66O
RKWI-PAM-HOM-17476,B0CR5G309E,Pampers Home Care Product (500g),Pampers,Home Care,RK World InfoCom Private Limited,1201.12,1076.2,10.4,981,3.6,20823,True,https://www.amazon.in/dp/B0CR5G309E
RKWI-VAS-HOM-17477,B0B9Y52XHP,Vaseline Home Care Product (Pack of 3),Vaseline,Home Care,Cloudtail India,973.28,913.91,6.1,398,4.5,19576,True,https://www.amazon.in/dp/B0B9Y52XHP
RKWI-NIV-HOM-17478,B00XO0VMSF,Nivea Home Care Product (500g),Nivea,Home Care,Appario Retail Private Ltd,779.43,660.18,15.3,181,4.0,22746,False,https://www.amazon.in/dp/B00XO0VMSF
RKWI-L'O-HOM-17479,B0DLOXVK9Z,L'Oreal Home Care Product (Single Unit),L'Oreal,Home Care,Appario Retail Private Ltd,2403.1,1932.09,19.6,854,4.6,12059,True,https://www.amazon.in/dp/B0DLOXVK9Z
RKWI-PON-BEA-17480,B0C702M13O,Pond's Beauty & Hygiene Product (Single Unit),Pond's,Beauty & Hygiene,RK World InfoCom Private Limited,2062.68,1460.38,29.2,175,4.4,24809,True,https://www.amazon.in/dp/B0C702M13O
RKWI-COL-ORA-17481,B0S5S08SPR,Colgate Oral Care Product (Pack of 2),Colgate,Oral Care,Cloudtail India,1837.06,1638.66,10.8,574,4.9,1455,True,https://www.amazon.in/dp/B0S5S08SPR
RKWI-COL-ORA-17482,B0YZ9K8ZZX,Colgate Oral Care Product (500g),Colgate,Oral Care,RK World InfoCom Private Limited,2284.85,1715.92,24.9,748,4.8,13063,True,https://www.amazon.in/dp/B0YZ9K8ZZX
RKWI-DOV-BAB-17483,B0IIHCV72Q,Dove Baby Care Product (Pack of 2),Dove,Baby Care,Cloudtail India,1023.95,852.95,16.7,202,4.0,3559,True,https://www.amazon.in/dp/B0IIHCV72Q
RKWI-SEN-ORA-17484,B0L50DUKLY,Sensodyne Oral Care Product (Pack of 2),Sensodyne,Oral Care,RK World InfoCom Private Limited,1849.14,1573.62,14.9,596,4.5,23979,True,https://www.amazon.in/dp/B0L50DUKLY
RKWI-DOV-HOM-17485,B0OFHMCICW,Dove Home Care Product (750ml),Dove,Home Care,Appario Retail Private Ltd,1749.04,1483.19,15.2,539,4.1,10088,True,https://www.amazon.in/dp/B0OFHMCICW
RKWI-VAS-BAB-17486,B0I0IK34NJ,Vaseline Baby Care Product (Pack of 2),Vaseline,Baby Care,RK World InfoCom Private Limited,1278.15,948.39,25.8,499,4.5,22076,False,https://www.amazon.in/dp/B0I0IK34NJ
RKWI-ARI-BEA-17487,B0X3XNCXAK,Ariel Beauty & Hygiene Product (100g),Ariel,Beauty & Hygiene,Appario Retail Private Ltd,1667.75,1549.34,7.1,967,3.5,18646,True,https://www.amazon.in/dp/B0X3XNCXAK
RKWI-COL-BAB-17488,B0BRYV6AD6,Colgate Baby Care Product (Pack of 2),Colgate,Baby Care,RK World InfoCom Private Limited,903.41,664.01,26.5,526,4.0,11891,True,https://www.amazon.in/dp/B0BRYV6AD6
RKWI-SEN-HOM-17489,B0QJ2PY6W9,Sensodyne Home Care Product (100g),Sensodyne,Home Care,Appario Retail Private Ltd,651.38,544.55,16.4,907,3.8,22424,True,https://www.amazon.in/dp/B0QJ2PY6W9
RKWI-COL-HOM-17490,B01Q1YJF5G,Colgate Home Care Product (Pack of 3),Colgate,Home Care,Cocoblu Retail,599.54,565.97,5.6,293,4.3,14256,True,https://www.amazon.in/dp/B01Q1YJF5G
RKWI-PAM-PER-17491,B020LWJH4A,Pampers Personal Care Product (500g),Pampers,Personal Care,Appario Retail Private Ltd,1755.67,1295.68,26.2,560,4.2,7406,True,https://www.amazon.in/dp/B020LWJH4A
RKWI-DET-PER-17492,B0MWXD46JR,Dettol Personal Care Product (500g),Dettol,Personal Care,RK World InfoCom Private Limited,2362.15,2012.55,14.8,545,3.6,15702,True,https://www.amazon.in/dp/B0MWXD46JR
RKWI-SEN-HOM-17493,B0JIJC868P,Sensodyne Home Care Product (100g),Sensodyne,Home Care,RK World InfoCom Private Limited,1802.18,1704.86,5.4,535,4.8,20947,True,https://www.amazon.in/dp/B0JIJC868P
RKWI-L'O-HEA-17494,B0ROHQCCOO,L'Oreal Health & Wellness Product (1L),L'Oreal,Health & Wellness,RK World InfoCom Private Limited,1348.79,1037.22,23.1,383,3.9,1218,True,https://www.amazon.in/dp/B0ROHQCCOO
RKWI-ARI-BEA-17495,B0UJU1NDGW,Ariel Beauty & Hygiene Product (100g),Ariel,Beauty & Hygiene,Cloudtail India,166.89,156.71,6.1,131,4.5,8498,True,https://www.amazon.in/dp/B0UJU1NDGW
RKWI-NIV-PER-17496,B0VN1SLK3E,Nivea Personal Care Product (100g),Nivea,Personal Care,RK World InfoCom Private Limited,300.68,280.53,6.7,51,4.8,13558,True,https://www.amazon.in/dp/B0VN1SLK3E
RKWI-SUR-BEA-17497,B0C2N4ENVP,Surf Excel Beauty & Hygiene Product (Single Unit),Surf Excel,Beauty & Hygiene,RK World InfoCom Private Limited,1581.34,1333.07,15.7,247,4.4,8149,True,https://www.amazon.in/dp/B0C2N4ENVP
RKWI-DOV-HOM-17498,B02H283X4N,Dove Home Care Product (1L),Dove,Home Care,Cloudtail India,272.94,205.8,24.6,570,4.5,4971,True,https://www.amazon.in/dp/B02H283X4N
RKWI-DET-PER-17499,B04590GMUO,Dettol Personal Care Product (100g),Dettol,Personal Care,Appario Retail Private Ltd,786.94,615.39,21.8,545,4.6,10646,True,https://www.amazon.in/dp/B04590GMUO
RKWI-DOV-HOM-17500,B0PUF0H8LZ,Dove Home Care Product (Pack of 3),Dove,Home Care,RK World InfoCom Private Limited,2274.19,2003.56,11.9,239,4.6,11227,False,https://www.amazon.in/dp/B0PUF0H8LZ
RKWI-COL-ORA-17501,B0H8MWZQ28,Colgate Oral Care Product (Single Unit),Colgate,Oral Care,RK World InfoCom Private Limited,2091.04,1670.74,20.1,208,4.8,10932,True,https://www.amazon.in/dp/B0H8MWZQ28
RKWI-NIV-BAB-17502,B0AW57TB67,Nivea Baby Care Product (250ml),Nivea,Baby Care,Cloudtail India,103.17,95.54,7.4,507,4.4,11262,True,https://www.amazon.in/dp/B0AW57TB67
RKWI-NIV-HOM-17503,B0T5622BAX,Nivea Home Care Product (750ml),Nivea,Home Care,RK World InfoCom Private Limited,519.04,372.15,28.3,402,4.2,2347,True,https://www.amazon.in/dp/B0T5622BAX
RKWI-SEN-PER-17504,B03AGXW8YG,Sensodyne Personal Care Product (1L),Sensodyne,Personal Care,Cloudtail India,1961.08,1415.9,27.8,331,4.5,21576,True,https://www.amazon.in/dp/B03AGXW8YG
RKWI-PAM-HOM-17505,B0I49Q7P1K,Pampers Home Care Product (Pack of 2),Pampers,Home Care,RK World InfoCom Private Limited,1255.47,891.38,29.0,94,3.9,16929,True,https://www.amazon.in/dp/B0I49Q7P1K
RKWI-VAS-HEA-17506,B01WHS0RPO,Vaseline Health & Wellness Product (500g),Vaseline,Health & Wellness,Cocoblu Retail,814.53,743.67,8.7,498,4.2,10005,True,https://www.amazon.in/dp/B01WHS0RPO
RKWI-PON-PER-17507,B0BUQPC6LM,Pond's Personal Care Product (1L),Pond's,Personal Care,RK World InfoCom Private Limited,521.96,424.88,18.6,171,4.6,20277,True,https://www.amazon.in/dp/B0BUQPC6LM
RKWI-SUR-PER-17508,B0QKSMDQJT,Surf Excel Personal Care Product (1L),Surf Excel,Personal Care,RK World InfoCom Private Limited,2022.03,1704.57,15.7,749,4.2,13612,True,https://www.amazon.in/dp/B0QKSMDQJT
RKWI-HIM-PER-17509,B0ILOUBOFK,Himalaya Personal Care Product (Pack of 3),Himalaya,Personal Care,Cloudtail India,1369.82,1071.2,21.8,976,4.3,16304,True,https://www.amazon.in/dp/B0ILOUBOFK
RKWI-NIV-HEA-17510,B029MQ9FN9,Nivea Health & Wellness Product (250ml),Nivea,Health & Wellness,RK World InfoCom Private Limited,212.34,170.08,19.9,414,4.2,23357,True,https://www.amazon.in/dp/B029MQ9FN9
RKWI-ARI-BEA-17511,B0NXGDMFEH,Ariel Beauty & Hygiene Product (250ml),Ariel,Beauty & Hygiene,RK World InfoCom Private Limited,170.99,147.22,13.9,411,4.1,11342,True,https://www.amazon.in/dp/B0NXGDMFEH
RKWI-COL-ORA-17512,B0LE6F8GJS,Colgate Oral Care Product (Single Unit),Colgate,Oral Care,RK World InfoCom Private Limited,1738.13,1221.91,29.7,689,4.8,18706,True,https://www.amazon.in/dp/B0LE6F8GJS
RKWI-NIV-BEA-17513,B0CE72CBAQ,Nivea Beauty & Hygiene Product (250ml),Nivea,Beauty & Hygiene,Appario Retail Private Ltd,1201.16,861.23,28.3,85,4.3,15230,True,https://www.amazon.in/dp/B0CE72CBAQ
RKWI-SEN-HEA-17514,B0JUGTM4KV,Sensodyne Health & Wellness Product (1L),Sensodyne,Health & Wellness,RK World InfoCom Private Limited,2132.84,1708.4,19.9,618,3.5,9347,True,https://www.amazon.in/dp/B0JUGTM4KV
RKWI-L'O-BAB-17515,B0W42TCZ0B,L'Oreal Baby Care Product (Pack of 3),L'Oreal,Baby Care,RK World InfoCom Private Limited,1975.83,1833.57,7.2,566,4.9,5997,True,https://www.amazon.in/dp/B0W42TCZ0B
RKWI-PAM-BEA-17516,B01SFPJUT9,Pampers Beauty & Hygiene Product (Pack of 3),Pampers,Beauty & Hygiene,RK World InfoCom Private Limited,1830.01,1694.59,7.4,448,4.4,23668,True,https://www.amazon.in/dp/B01SFPJUT9
RKWI-NIV-BAB-17517,B0M5UHQ5NP,Nivea Baby Care Product (100g),Nivea,Baby Care,Appario Retail Private Ltd,2159.23,1755.45,18.7,167,3.5,5899,True,https://www.amazon.in/dp/B0M5UHQ5NP
RKWI-DET-HOM-17518,B05DO2JIC5,Dettol Home Care Product (Single Unit),Dettol,Home Care,Appario Retail Private Ltd,833.68,787.83,5.5,671,3.8,21531,True,https://www.amazon.in/dp/B05DO2JIC5
RKWI-SUR-ORA-17519,B07AV3P3OF,Surf Excel Oral Care Product (500g),Surf Excel,Oral Care,RK World InfoCom Private Limited,2050.2,1724.22,15.9,426,4.1,18048,True,https://www.amazon.in/dp/B07AV3P3OF
RKWI-PAM-PER-17520,B0N2TOIW3V,Pampers Personal Care Product (Pack of 2),Pampers,Personal Care,RK World InfoCom Private Limited,253.75,181.18,28.6,230,3.8,3746,False,https://www.amazon.in/dp/B0N2TOIW3V
RKWI-PON-BEA-17521,B09O1LM387,Pond's Beauty & Hygiene Product (Single Unit),Pond's,Beauty & Hygiene,RK World InfoCom Private Limited,1061.02,1003.72,5.4,468,3.8,9063,True,https://www.amazon.in/dp/B09O1LM387
RKWI-COL-PER-17522,B0JR9N7YSM,Colgate Personal Care Product (750ml),Colgate,Personal Care,Appario Retail Private Ltd,1536.62,1157.07,24.7,358,4.0,19911,True,https://www.amazon.in/dp/B0JR9N7YSM
RKWI-DOV-ORA-17523,B0P8WEE3JV,Dove Oral Care Product (Single Unit),Dove,Oral Care,Appario Retail Private Ltd,2311.0,1860.35,19.5,573,4.8,21659,False,https://www.amazon.in/dp/B0P8WEE3JV
RKWI-PAM-HEA-17524,B04TGI58MF,Pampers Health & Wellness Product (750ml),Pampers,Health & Wellness,Appario Retail Private Ltd,1558.49,1228.09,21.2,656,3.5,11713,True,https://www.amazon.in/dp/B04TGI58MF
RKWI-ARI-ORA-17525,B0XWO31AXH,Ariel Oral Care Product (500g),Ariel,Oral Care,RK World InfoCom Private Limited,1801.62,1653.89,8.2,543,4.4,23995,True,https://www.amazon.in/dp/B0XWO31AXH
RKWI-SEN-ORA-17526,B0JHXN0NEC,Sensodyne Oral Care Product (Pack of 3),Sensodyne,Oral Care,RK World InfoCom Private Limited,2363.48,1666.25,29.5,145,4.0,2478,True,https://www.amazon.in/dp/B0JHXN0NEC
RKWI-SUR-HOM-17527,B0F0ZCGP78,Surf Excel Home Care Product (Pack of 2),Surf Excel,Home Care,Cocoblu Retail,1109.41,802.1,27.7,375,3.6,16487,True,https://www.amazon.in/dp/B0F0ZCGP78
RKWI-NIV-ORA-17528,B0R3371Z5Q,Nivea Oral Care Product (100g),Nivea,Oral Care,Cloudtail India,1307.25,1196.13,8.5,570,4.5,23492,True,https://www.amazon.in/dp/B0R3371Z5Q
RKWI-VAS-BEA-17529,B0P6VD4JET,Vaseline Beauty & Hygiene Product (Single Unit),Vaseline,Beauty & Hygiene,RK World InfoCom Private Limited,553.6,504.88,8.8,964,4.0,6761,True,https://www.amazon.in/dp/B0P6VD4JET
RKWI-NIV-HEA-17530,B01O3MN5K3,Nivea Health & Wellness Product (1L),Nivea,Health & Wellness,RK World InfoCom Private Limited,2473.58,1803.24,27.1,594,4.1,18688,False,https://www.amazon.in/dp/B01O3MN5K3
RKWI-DET-ORA-17531,B0XP8GJPXL,Dettol Oral Care Product (250ml),Dettol,Oral Care,Cocoblu Retail,1537.53,1334.58,13.2,61,4.1,2872,True,https://www.amazon.in/dp/B0XP8GJPXL
RKWI-SUR-HOM-17532,B0FJ2VNL9C,Surf Excel Home Care Product (250ml),Surf Excel,Home Care,Cocoblu Retail,1937.85,1612.29,16.8,695,4.9,4209,False,https://www.amazon.in/dp/B0FJ2VNL9C
RKWI-COL-BAB-17533,B08KHT9GRJ,Colgate Baby Care Product (500g),Colgate,Baby Care,Appario Retail Private Ltd,341.66,240.19,29.7,974,4.0,8131,True,https://www.amazon.in/dp/B08KHT9GRJ
RKWI-DOV-BAB-17534,B0VTXNEUNT,Dove Baby Care Product (1L),Dove,Baby Care,RK World InfoCom Private Limited,2221.15,1923.52,13.4,901,4.8,24902,False,https://www.amazon.in/dp/B0VTXNEUNT
RKWI-HIM-HEA-17535,B0XVIRVI1P,Himalaya Health & Wellness Product (250ml),Himalaya,Health & Wellness,Cocoblu Retail,1755.08,1339.13,23.7,41,4.1,3601,False,https://www.amazon.in/dp/B0XVIRVI1P
RKWI-HIM-BEA-17536,B0IQFCRU92,Himalaya Beauty & Hygiene Product (1L),Himalaya,Beauty & Hygiene,Cocoblu Retail,793.92,724.06,8.8,191,4.8,499,True,https://www.amazon.in/dp/B0IQFCRU92
RKWI-DET-BEA-17537,B0519WVMLQ,Dettol Beauty & Hygiene Product (100g),Dettol,Beauty & Hygiene,RK World InfoCom Private Limited,103.43,96.5,6.7,213,3.5,4152,True,https://www.amazon.in/dp/B0519WVMLQ
RKWI-DET-HOM-17538,B06KUENF7X,Dettol Home Care Product (100g),Dettol,Home Care,RK World InfoCom Private Limited,1605.28,1390.17,13.4,418,3.9,2842,True,https://www.amazon.in/dp/B06KUENF7X
RKWI-SEN-HOM-17539,B09JVTWV5F,Sensodyne Home Care Product (Pack of 3),Sensodyne,Home Care,Cloudtail India,1556.28,1224.79,21.3,540,4.4,9513,True,https://www.amazon.in/dp/B09JVTWV5F
RKWI-SUR-PER-17540,B0IZE2HO9N,Surf Excel Personal Care Product (100g),Surf Excel,Personal Care,Cloudtail India,358.71,328.58,8.4,705,4.1,8353,True,https://www.amazon.in/dp/B0IZE2HO9N
RKWI-PAM-ORA-17541,B0KXF1GJIY,Pampers Oral Care Product (Pack of 2),Pampers,Oral Care,RK World InfoCom Private Limited,1886.02,1672.9,11.3,518,4.0,23680,False,https://www.amazon.in/dp/B0KXF1GJIY
RKWI-DOV-HEA-17542,B0N2W100IM,Dove Health & Wellness Product (500g),Dove,Health & Wellness,Appario Retail Private Ltd,1297.8,1230.31,5.2,418,4.6,12150,True,https://www.amazon.in/dp/B0N2W100IM
RKWI-SUR-BAB-17543,B0ZCLOPRBF,Surf Excel Baby Care Product (100g),Surf Excel,Baby Care,RK World InfoCom Private Limited,341.69,271.64,20.5,92,4.0,19371,True,https://www.amazon.in/dp/B0ZCLOPRBF
RKWI-SEN-BAB-17544,B0MB5ZBJNQ,Sensodyne Baby Care Product (250ml),Sensodyne,Baby Care,Cloudtail India,463.97,403.65,13.0,667,3.7,17944,False,https://www.amazon.in/dp/B0MB5ZBJNQ
RKWI-PAM-BEA-17545,B026FXP9LD,Pampers Beauty & Hygiene Product (250ml),Pampers,Beauty & Hygiene,RK World InfoCom Private Limited,2208.13,2069.02,6.3,475,4.0,5166,True,https://www.amazon.in/dp/B026FXP9LD
RKWI-ARI-PER-17546,B01NMP9AIM,Ariel Personal Care Product (Pack of 3),Ariel,Personal Care,Cloudtail India,1608.86,1219.52,24.2,139,4.0,14126,True,https://www.amazon.in/dp/B01NMP9AIM
RKWI-VAS-PER-17547,B0WEC9PN1Q,Vaseline Personal Care Product (100g),Vaseline,Personal Care,RK World InfoCom Private Limited,1289.54,1014.87,21.3,201,4.9,21441,True,https://www.amazon.in/dp/B0WEC9PN1Q
RKWI-PON-BAB-17548,B0CWJ5RE7Q,Pond's Baby Care Product (750ml),Pond's,Baby Care,RK World InfoCom Private Limited,1273.12,1155.99,9.2,681,3.8,19347,True,https://www.amazon.in/dp/B0CWJ5RE7Q
RKWI-VAS-BAB-17549,B0CPQ35TYY,Vaseline Baby Care Product (Single Unit),Vaseline,Baby Care,Appario Retail Private Ltd,1528.84,1388.19,9.2,986,4.1,6814,True,https://www.amazon.in/dp/B0CPQ35TYY
RKWI-VAS-BAB-17550,B0VNVGO2XX,Vaseline Baby Care Product (Single Unit),Vaseline,Baby Care,Cocoblu Retail,2335.98,1798.7,23.0,339,3.6,8240,False,https://www.amazon.in/dp/B0VNVGO2XX
RKWI-NIV-HOM-17551,B06GGBINVO,Nivea Home Care Product (Pack of 3),Nivea,Home Care,RK World InfoCom Private Limited,890.2,623.14,30.0,839,3.8,958,True,https://www.amazon.in/dp/B06GGBINVO
RKWI-SEN-HOM-17552,B021IVQF96,Sensodyne Home Care Product (Pack of 3),Sensodyne,Home Care,RK World InfoCom Private Limited,307.02,271.41,11.6,124,4.7,494,True,https://www.amazon.in/dp/B021IVQF96
RKWI-DET-ORA-17553,B0GPDBWPOM,Dettol Oral Care Product (1L),Dettol,Oral Care,Appario Retail Private Ltd,1331.87,1076.15,19.2,340,4.2,4137,True,https://www.amazon.in/dp/B0GPDBWPOM
RKWI-DET-HEA-17554,B0ICIG1VMI,Dettol Health & Wellness Product (250ml),Dettol,Health & Wellness,RK World InfoCom Private Limited,2319.35,2057.26,11.3,415,3.9,12084,True,https://www.amazon.in/dp/B0ICIG1VMI
RKWI-VAS-BEA-17555,B0LA3R7RIX,Vaseline Beauty & Hygiene Product (1L),Vaseline,Beauty & Hygiene,RK World InfoCom Private Limited,744.3,617.02,17.1,511,4.8,19687,True,https://www.amazon.in/dp/B0LA3R7RIX
RKWI-SUR-ORA-17556,B034I99M12,Surf Excel Oral Care Product (1L),Surf Excel,Oral Care,RK World InfoCom Private Limited,347.91,256.76,26.2,779,3.8,19407,True,https://www.amazon.in/dp/B034I99M12
RKWI-ARI-BAB-17557,B03CCTRHU0,Ariel Baby Care Product (250ml),Ariel,Baby Care,Appario Retail Private Ltd,265.29,216.48,18.4,105,4.4,20734,True,https://www.amazon.in/dp/B03CCTRHU0
RKWI-NIV-ORA-17558,B076JWHH6N,Nivea Oral Care Product (750ml),Nivea,Oral Care,RK World InfoCom Private Limited,2491.04,2114.89,15.1,414,4.6,24441,True,https://www.amazon.in/dp/B076JWHH6N
RKWI-NIV-BAB-17559,B0VLWT8EHA,Nivea Baby Care Product (750ml),Nivea,Baby Care,RK World InfoCom Private Limited,2479.15,1755.24,29.2,456,4.2,14490,True,https://www.amazon.in/dp/B0VLWT8EHA
RKWI-PAM-PER-17560,B0AHMTVDYN,Pampers Personal Care Product (250ml),Pampers,Personal Care,RK World InfoCom Private Limited,1141.61,1022.88,10.4,376,4.3,15156,True,https://www.amazon.in/dp/B0AHMTVDYN
RKWI-L'O-HOM-17561,B02WDCG2Q9,L'Oreal Home Care Product (Pack of 3),L'Oreal,Home Care,RK World InfoCom Private Limited,2221.1,1776.88,20.0,186,4.0,6421,True,https://www.amazon.in/dp/B02WDCG2Q9
RKWI-L'O-HEA-17562,B0M5NBYWV2,L'Oreal Health & Wellness Product (250ml),L'Oreal,Health & Wellness,Appario Retail Private Ltd,250.69,175.48,30.0,781,4.8,20466,True,https://www.amazon.in/dp/B0M5NBYWV2
RKWI-HIM-HEA-17563,B0VPQ67XWL,Himalaya Health & Wellness Product (Pack of 2),Himalaya,Health & Wellness,RK World InfoCom Private Limited,1236.33,904.99,26.8,81,4.5,15271,True,https://www.amazon.in/dp/B0VPQ67XWL
RKWI-SEN-HOM-17564,B0UC06VCVW,Sensodyne Home Care Product (250ml),Sensodyne,Home Care,Cloudtail India,1633.13,1198.72,26.6,416,3.7,18168,True,https://www.amazon.in/dp/B0UC06VCVW
RKWI-DOV-HOM-17565,B0GXHHX9YQ,Dove Home Care Product (100g),Dove,Home Care,Appario Retail Private Ltd,152.86,119.69,21.7,132,3.7,22502,True,https://www.amazon.in/dp/B0GXHHX9YQ
RKWI-ARI-HEA-17566,B0IQHYMW8Z,Ariel Health & Wellness Product (1L),Ariel,Health & Wellness,RK World InfoCom Private Limited,844.67,702.77,16.8,995,4.4,21406,False,https://www.amazon.in/dp/B0IQHYMW8Z
RKWI-DET-ORA-17567,B05DWCMEHQ,Dettol Oral Care Product (500g),Dettol,Oral Care,RK World InfoCom Private Limited,1744.01,1299.29,25.5,224,4.5,17477,True,https://www.amazon.in/dp/B05DWCMEHQ
RKWI-VAS-BAB-17568,B0IITGR7NP,Vaseline Baby Care Product (250ml),Vaseline,Baby Care,RK World InfoCom Private Limited,1533.89,1233.25,19.6,693,4.0,15649,True,https://www.amazon.in/dp/B0IITGR7NP
RKWI-DOV-HOM-17569,B0SCQPMWQZ,Dove Home Care Product (Pack of 2),Dove,Home Care,RK World InfoCom Private Limited,1455.57,1238.69,14.9,497,4.8,3821,True,https://www.amazon.in/dp/B0SCQPMWQZ
RKWI-L'O-BAB-17570,B06781H6AS,L'Oreal Baby Care Product (100g),L'Oreal,Baby Care,Appario Retail Private Ltd,1608.83,1486.56,7.6,937,4.7,24942,True,https://www.amazon.in/dp/B06781H6AS
RKWI-HIM-PER-17571,B0IAL3C1KR,Himalaya Personal Care Product (1L),Himalaya,Personal Care,RK World InfoCom Private Limited,1424.74,1229.55,13.7,693,4.2,5463,True,https://www.amazon.in/dp/B0IAL3C1KR
RKWI-DET-ORA-17572,B0CD6CXD96,Dettol Oral Care Product (500g),Dettol,Oral Care,RK World InfoCom Private Limited,1621.08,1373.05,15.3,286,3.5,12883,False,https://www.amazon.in/dp/B0CD6CXD96
RKWI-DOV-BEA-17573,B02ZGEYXV6,Dove Beauty & Hygiene Product (Single Unit),Dove,Beauty & Hygiene,Appario Retail Private Ltd,1586.86,1217.12,23.3,232,4.4,12032,True,https://www.amazon.in/dp/B02ZGEYXV6
RKWI-DET-PER-17574,B03H7J2KX0,Dettol Personal Care Product (Single Unit),Dettol,Personal Care,Cocoblu Retail,733.02,634.8,13.4,104,4.1,18006,True,https://www.amazon.in/dp/B03H7J2KX0
RKWI-NIV-ORA-17575,B0F3MHTBCX,Nivea Oral Care Product (750ml),Nivea,Oral Care,RK World InfoCom Private Limited,901.17,696.6,22.7,899,4.6,11603,False,https://www.amazon.in/dp/B0F3MHTBCX
RKWI-SEN-PER-17576,B0KOO0YMVZ,Sensodyne Personal Care Product (500g),Sensodyne,Personal Care,RK World InfoCom Private Limited,1573.57,1364.29,13.3,550,4.1,23087,True,https://www.amazon.in/dp/B0KOO0YMVZ
RKWI-COL-HEA-17577,B0IH8CMD3J,Colgate Health & Wellness Product (750ml),Colgate,Health & Wellness,RK World InfoCom Private Limited,225.35,203.04,9.9,224,3.6,6886,True,https://www.amazon.in/dp/B0IH8CMD3J
RKWI-DOV-BAB-17578,B0ESDMO54D,Dove Baby Care Product (Pack of 3),Dove,Baby Care,RK World InfoCom Private Limited,2226.53,1560.8,29.9,577,4.8,18757,True,https://www.amazon.in/dp/B0ESDMO54D
RKWI-COL-ORA-17579,B03G5RJ4RB,Colgate Oral Care Product (Pack of 3),Colgate,Oral Care,RK World InfoCom Private Limited,170.03,130.41,23.3,93,3.9,8500,False,https://www.amazon.in/dp/B03G5RJ4RB
